Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Road,12/01/2012 12:00:00 AM,Overseas,Overseas,0
Air,01/01/2013 12:00:00 AM,Atlantic Canada,Canada,6700
Air,01/01/2013 12:00:00 AM,Quebec,Canada,2200
Air,01/01/2013 12:00:00 AM,Ontario,Canada,13600
Air,01/01/2013 12:00:00 AM,Western Canada,Canada,5700
Air,01/01/2013 12:00:00 AM,New England (inc Maine),United States,200
Air,01/01/2013 12:00:00 AM,Middle Atlantic,United States,200
Air,01/01/2013 12:00:00 AM,East North Central,United States,400
Air,01/01/2013 12:00:00 AM,West North Central,United States,100
Air,01/01/2013 12:00:00 AM,South Atlantic,United States,600
Air,01/01/2013 12:00:00 AM,East South Central,United States,100
Air,01/01/2013 12:00:00 AM,West South Central,United States,400
Air,01/01/2013 12:00:00 AM,Mountain,United States,100
Air,01/01/2013 12:00:00 AM,Pacific,United States,300
Air,01/01/2013 12:00:00 AM,United Kingdom,Overseas,1000
Air,01/01/2013 12:00:00 AM,Germany,Overseas,400
Air,01/01/2013 12:00:00 AM,Other Europe,Overseas,600
Air,01/01/2013 12:00:00 AM,Other Overseas,Overseas,1200
Road,01/01/2013 12:00:00 AM,Atlantic Canada,Canada,56400
Road,01/01/2013 12:00:00 AM,Quebec,Canada,700
Road,01/01/2013 12:00:00 AM,Ontario,Canada,4200
Road,01/01/2013 12:00:00 AM,Western Canada,Canada,100
Road,01/01/2013 12:00:00 AM,Maine (by road only),United States,600
Road,01/01/2013 12:00:00 AM,Other New England,United States,200
Road,01/01/2013 12:00:00 AM,Middle Atlantic,United States,100
Road,01/01/2013 12:00:00 AM,East North Central,United States,0
Road,01/01/2013 12:00:00 AM,West North Central,United States,100
Road,01/01/2013 12:00:00 AM,South Atlantic,United States,0
Road,01/01/2013 12:00:00 AM,East South Central,United States,0
Road,01/01/2013 12:00:00 AM,West South Central,United States,0
Road,01/01/2013 12:00:00 AM,Mountain,United States,0
Road,01/01/2013 12:00:00 AM,Pacific,United States,0
Road,01/01/2013 12:00:00 AM,Overseas,Overseas,0
Air,02/01/2013 12:00:00 AM,Atlantic Canada,Canada,8300
Air,02/01/2013 12:00:00 AM,Quebec,Canada,2000
Air,02/01/2013 12:00:00 AM,Ontario,Canada,9400
Air,02/01/2013 12:00:00 AM,Western Canada,Canada,3400
Air,02/01/2013 12:00:00 AM,New England (inc Maine),United States,200
Air,02/01/2013 12:00:00 AM,Middle Atlantic,United States,500
Air,02/01/2013 12:00:00 AM,East North Central,United States,200
Air,02/01/2013 12:00:00 AM,West North Central,United States,0
Air,02/01/2013 12:00:00 AM,South Atlantic,United States,500
Air,02/01/2013 12:00:00 AM,East South Central,United States,0
Air,02/01/2013 12:00:00 AM,West South Central,United States,300
Air,02/01/2013 12:00:00 AM,Mountain,United States,100
Air,02/01/2013 12:00:00 AM,Pacific,United States,100
Air,02/01/2013 12:00:00 AM,United Kingdom,Overseas,300
Air,02/01/2013 12:00:00 AM,Germany,Overseas,200
Air,02/01/2013 12:00:00 AM,Other Europe,Overseas,400
Air,02/01/2013 12:00:00 AM,Other Overseas,Overseas,500
Road,02/01/2013 12:00:00 AM,Atlantic Canada,Canada,46200
Road,02/01/2013 12:00:00 AM,Quebec,Canada,600
Road,02/01/2013 12:00:00 AM,Ontario,Canada,3100
Road,02/01/2013 12:00:00 AM,Western Canada,Canada,100
Road,02/01/2013 12:00:00 AM,Maine (by road only),United States,300
Road,02/01/2013 12:00:00 AM,Other New England,United States,700
Road,02/01/2013 12:00:00 AM,Middle Atlantic,United States,100
Road,02/01/2013 12:00:00 AM,East North Central,United States,0
Road,02/01/2013 12:00:00 AM,West North Central,United States,0
Road,02/01/2013 12:00:00 AM,South Atlantic,United States,100
Road,02/01/2013 12:00:00 AM,East South Central,United States,0
Road,02/01/2013 12:00:00 AM,West South Central,United States,0
Road,02/01/2013 12:00:00 AM,Mountain,United States,0
Road,02/01/2013 12:00:00 AM,Pacific,United States,0
Road,02/01/2013 12:00:00 AM,Overseas,Overseas,0
Air,03/01/2013 12:00:00 AM,Atlantic Canada,Canada,10500
Air,03/01/2013 12:00:00 AM,Quebec,Canada,3000
Air,03/01/2013 12:00:00 AM,Ontario,Canada,10100
Air,03/01/2013 12:00:00 AM,Western Canada,Canada,3200
Air,03/01/2013 12:00:00 AM,New England (inc Maine),United States,300
Air,03/01/2013 12:00:00 AM,Middle Atlantic,United States,400
Air,03/01/2013 12:00:00 AM,East North Central,United States,300
Air,03/01/2013 12:00:00 AM,West North Central,United States,0
Air,03/01/2013 12:00:00 AM,South Atlantic,United States,400
Air,03/01/2013 12:00:00 AM,East South Central,United States,100
Air,03/01/2013 12:00:00 AM,West South Central,United States,200
Air,03/01/2013 12:00:00 AM,Mountain,United States,100
Air,03/01/2013 12:00:00 AM,Pacific,United States,400
Air,03/01/2013 12:00:00 AM,United Kingdom,Overseas,500
Air,03/01/2013 12:00:00 AM,Germany,Overseas,0
Air,03/01/2013 12:00:00 AM,Other Europe,Overseas,500
Air,03/01/2013 12:00:00 AM,Other Overseas,Overseas,700
Road,03/01/2013 12:00:00 AM,Atlantic Canada,Canada,68800
Road,03/01/2013 12:00:00 AM,Quebec,Canada,1100
Road,03/01/2013 12:00:00 AM,Ontario,Canada,5400
Road,03/01/2013 12:00:00 AM,Western Canada,Canada,300
Road,03/01/2013 12:00:00 AM,Maine (by road only),United States,300
Road,03/01/2013 12:00:00 AM,Other New England,United States,1000
Road,03/01/2013 12:00:00 AM,Middle Atlantic,United States,300
Road,03/01/2013 12:00:00 AM,East North Central,United States,200
Road,03/01/2013 12:00:00 AM,West North Central,United States,0
Road,03/01/2013 12:00:00 AM,South Atlantic,United States,100
Road,03/01/2013 12:00:00 AM,East South Central,United States,0
Road,03/01/2013 12:00:00 AM,West South Central,United States,0
Road,03/01/2013 12:00:00 AM,Mountain,United States,100
Road,03/01/2013 12:00:00 AM,Pacific,United States,0
Road,03/01/2013 12:00:00 AM,Overseas,Overseas,0
Air,04/01/2013 12:00:00 AM,Atlantic Canada,Canada,7900
Air,04/01/2013 12:00:00 AM,Quebec,Canada,2400
Air,04/01/2013 12:00:00 AM,Ontario,Canada,11000
Air,04/01/2013 12:00:00 AM,Western Canada,Canada,4600
Air,04/01/2013 12:00:00 AM,New England (inc Maine),United States,300
Air,04/01/2013 12:00:00 AM,Middle Atlantic,United States,600
Air,04/01/2013 12:00:00 AM,East North Central,United States,300
Air,04/01/2013 12:00:00 AM,West North Central,United States,100
Air,04/01/2013 12:00:00 AM,South Atlantic,United States,600
Air,04/01/2013 12:00:00 AM,East South Central,United States,100
Air,04/01/2013 12:00:00 AM,West South Central,United States,100
Air,04/01/2013 12:00:00 AM,Mountain,United States,100
Air,04/01/2013 12:00:00 AM,Pacific,United States,200
Air,04/01/2013 12:00:00 AM,United Kingdom,Overseas,700
Air,04/01/2013 12:00:00 AM,Germany,Overseas,300
Air,04/01/2013 12:00:00 AM,Other Europe,Overseas,700
Air,04/01/2013 12:00:00 AM,Other Overseas,Overseas,300
Road,04/01/2013 12:00:00 AM,Atlantic Canada,Canada,68000
Road,04/01/2013 12:00:00 AM,Quebec,Canada,1100
Road,04/01/2013 12:00:00 AM,Ontario,Canada,6100
Road,04/01/2013 12:00:00 AM,Western Canada,Canada,500
Road,04/01/2013 12:00:00 AM,Maine (by road only),United States,400
Road,04/01/2013 12:00:00 AM,Other New England,United States,1200
Road,04/01/2013 12:00:00 AM,Middle Atlantic,United States,300
Road,04/01/2013 12:00:00 AM,East North Central,United States,200
Road,04/01/2013 12:00:00 AM,West North Central,United States,0
Road,04/01/2013 12:00:00 AM,South Atlantic,United States,200
Road,04/01/2013 12:00:00 AM,East South Central,United States,0
Road,04/01/2013 12:00:00 AM,West South Central,United States,100
Road,04/01/2013 12:00:00 AM,Mountain,United States,100
Road,04/01/2013 12:00:00 AM,Pacific,United States,0
Air,05/01/2013 12:00:00 AM,Atlantic Canada,Canada,8600
Air,05/01/2013 12:00:00 AM,Quebec,Canada,2600
Air,05/01/2013 12:00:00 AM,Ontario,Canada,16800
Air,05/01/2013 12:00:00 AM,Western Canada,Canada,7100
Air,05/01/2013 12:00:00 AM,New England (inc Maine),United States,600
Air,05/01/2013 12:00:00 AM,Middle Atlantic,United States,900
Air,05/01/2013 12:00:00 AM,East North Central,United States,500
Air,05/01/2013 12:00:00 AM,West North Central,United States,100
Air,05/01/2013 12:00:00 AM,South Atlantic,United States,1000
Air,05/01/2013 12:00:00 AM,East South Central,United States,100
Air,05/01/2013 12:00:00 AM,West South Central,United States,200
Air,05/01/2013 12:00:00 AM,Mountain,United States,200
Air,05/01/2013 12:00:00 AM,Pacific,United States,500
Air,05/01/2013 12:00:00 AM,United Kingdom,Overseas,900
Air,05/01/2013 12:00:00 AM,Germany,Overseas,200
Air,05/01/2013 12:00:00 AM,Other Europe,Overseas,800
Air,05/01/2013 12:00:00 AM,Other Overseas,Overseas,1300
Road,05/01/2013 12:00:00 AM,Atlantic Canada,Canada,77100
Road,05/01/2013 12:00:00 AM,Quebec,Canada,2400
Road,05/01/2013 12:00:00 AM,Ontario,Canada,11200
Road,05/01/2013 12:00:00 AM,Western Canada,Canada,1400
Road,05/01/2013 12:00:00 AM,Maine (by road only),United States,900
Road,05/01/2013 12:00:00 AM,Other New England,United States,1700
Road,05/01/2013 12:00:00 AM,Middle Atlantic,United States,700
Road,05/01/2013 12:00:00 AM,East North Central,United States,300
Road,05/01/2013 12:00:00 AM,West North Central,United States,100
Road,05/01/2013 12:00:00 AM,South Atlantic,United States,600
Road,05/01/2013 12:00:00 AM,East South Central,United States,0
Road,05/01/2013 12:00:00 AM,West South Central,United States,100
Road,05/01/2013 12:00:00 AM,Mountain,United States,200
Road,05/01/2013 12:00:00 AM,Pacific,United States,100
Road,05/01/2013 12:00:00 AM,Overseas,Overseas,0
Air,06/01/2013 12:00:00 AM,Atlantic Canada,Canada,7000
Air,06/01/2013 12:00:00 AM,Quebec,Canada,3400
Air,06/01/2013 12:00:00 AM,Ontario,Canada,20700
Air,06/01/2013 12:00:00 AM,Western Canada,Canada,9800
Air,06/01/2013 12:00:00 AM,New England (inc Maine),United States,700
Air,06/01/2013 12:00:00 AM,Middle Atlantic,United States,1300
Air,06/01/2013 12:00:00 AM,East North Central,United States,1200
Air,06/01/2013 12:00:00 AM,West North Central,United States,200
Air,06/01/2013 12:00:00 AM,South Atlantic,United States,1700
Air,06/01/2013 12:00:00 AM,East South Central,United States,200
Air,06/01/2013 12:00:00 AM,West South Central,United States,500
Air,06/01/2013 12:00:00 AM,Mountain,United States,400
Air,06/01/2013 12:00:00 AM,Pacific,United States,900
Air,06/01/2013 12:00:00 AM,United Kingdom,Overseas,2000
Air,06/01/2013 12:00:00 AM,Other Europe,Overseas,1400
Air,06/01/2013 12:00:00 AM,Other Overseas,Overseas,1200
Road,06/01/2013 12:00:00 AM,Atlantic Canada,Canada,78000
Road,06/01/2013 12:00:00 AM,Quebec,Canada,5200
Road,06/01/2013 12:00:00 AM,Ontario,Canada,20900
Road,06/01/2013 12:00:00 AM,Western Canada,Canada,2100
Road,06/01/2013 12:00:00 AM,Maine (by road only),United States,1300
Road,06/01/2013 12:00:00 AM,Other New England,United States,3500
Road,06/01/2013 12:00:00 AM,Middle Atlantic,United States,1600
Road,06/01/2013 12:00:00 AM,East North Central,United States,1200
Road,06/01/2013 12:00:00 AM,West North Central,United States,200
Road,06/01/2013 12:00:00 AM,South Atlantic,United States,1600
Road,06/01/2013 12:00:00 AM,East South Central,United States,200
Road,06/01/2013 12:00:00 AM,West South Central,United States,300
Road,06/01/2013 12:00:00 AM,Mountain,United States,300
Road,06/01/2013 12:00:00 AM,Pacific,United States,400
Road,06/01/2013 12:00:00 AM,Overseas,Overseas,200
Air,07/01/2013 12:00:00 AM,Atlantic Canada,Canada,9300
Air,07/01/2013 12:00:00 AM,Quebec,Canada,3900
Air,07/01/2013 12:00:00 AM,Ontario,Canada,23000
Air,07/01/2013 12:00:00 AM,Western Canada,Canada,17000
Air,07/01/2013 12:00:00 AM,New England (inc Maine),United States,1100
Air,07/01/2013 12:00:00 AM,Middle Atlantic,United States,2100
Air,07/01/2013 12:00:00 AM,East North Central,United States,1600
Air,07/01/2013 12:00:00 AM,West North Central,United States,600
Air,07/01/2013 12:00:00 AM,South Atlantic,United States,3400
Air,07/01/2013 12:00:00 AM,East South Central,United States,700
Air,07/01/2013 12:00:00 AM,West South Central,United States,1500
Air,07/01/2013 12:00:00 AM,Mountain,United States,500
Air,07/01/2013 12:00:00 AM,Pacific,United States,1300
Air,07/01/2013 12:00:00 AM,United Kingdom,Overseas,2400
Air,07/01/2013 12:00:00 AM,Germany,Overseas,1500
Air,07/01/2013 12:00:00 AM,Other Europe,Overseas,2200
Air,07/01/2013 12:00:00 AM,Other Overseas,Overseas,3000
Road,07/01/2013 12:00:00 AM,Atlantic Canada,Canada,121900
Road,07/01/2013 12:00:00 AM,Quebec,Canada,13900
Road,07/01/2013 12:00:00 AM,Ontario,Canada,62500
Road,07/01/2013 12:00:00 AM,Western Canada,Canada,4400
Road,07/01/2013 12:00:00 AM,Maine (by road only),United States,2400
Road,07/01/2013 12:00:00 AM,Other New England,United States,6900
Road,07/01/2013 12:00:00 AM,Middle Atlantic,United States,3900
Road,07/01/2013 12:00:00 AM,East North Central,United States,2100
Road,07/01/2013 12:00:00 AM,West North Central,United States,500
Road,07/01/2013 12:00:00 AM,South Atlantic,United States,3000
Road,07/01/2013 12:00:00 AM,East South Central,United States,400
Road,07/01/2013 12:00:00 AM,West South Central,United States,500
Road,07/01/2013 12:00:00 AM,Mountain,United States,700
Road,07/01/2013 12:00:00 AM,Pacific,United States,600
Road,07/01/2013 12:00:00 AM,Overseas,Overseas,200
Air,08/01/2013 12:00:00 AM,Atlantic Canada,Canada,7300
Air,08/01/2013 12:00:00 AM,Quebec,Canada,3800
Air,08/01/2013 12:00:00 AM,Ontario,Canada,34300
Air,08/01/2013 12:00:00 AM,Western Canada,Canada,27700
Air,08/01/2013 12:00:00 AM,New England (inc Maine),United States,1700
Air,08/01/2013 12:00:00 AM,Middle Atlantic,United States,2300
Air,08/01/2013 12:00:00 AM,East North Central,United States,2000
Air,08/01/2013 12:00:00 AM,West North Central,United States,1300
Air,08/01/2013 12:00:00 AM,South Atlantic,United States,3900
Air,08/01/2013 12:00:00 AM,East South Central,United States,500
Air,08/01/2013 12:00:00 AM,West South Central,United States,1300
Air,08/01/2013 12:00:00 AM,Mountain,United States,1100
Air,08/01/2013 12:00:00 AM,Pacific,United States,1700
Air,08/01/2013 12:00:00 AM,United Kingdom,Overseas,4700
Air,08/01/2013 12:00:00 AM,Germany,Overseas,2100
Air,08/01/2013 12:00:00 AM,Other Europe,Overseas,3100
Air,08/01/2013 12:00:00 AM,Other Overseas,Overseas,3600
Road,08/01/2013 12:00:00 AM,Atlantic Canada,Canada,123900
Road,08/01/2013 12:00:00 AM,Quebec,Canada,15900
Road,08/01/2013 12:00:00 AM,Ontario,Canada,67300
Road,08/01/2013 12:00:00 AM,Western Canada,Canada,4400
Road,08/01/2013 12:00:00 AM,Maine (by road only),United States,2200
Road,08/01/2013 12:00:00 AM,Other New England,United States,7500
Road,08/01/2013 12:00:00 AM,Middle Atlantic,United States,4200
Road,08/01/2013 12:00:00 AM,East North Central,United States,2100
Road,08/01/2013 12:00:00 AM,West North Central,United States,500
Road,08/01/2013 12:00:00 AM,South Atlantic,United States,2700
Road,08/01/2013 12:00:00 AM,East South Central,United States,300
Road,08/01/2013 12:00:00 AM,West South Central,United States,400
Road,08/01/2013 12:00:00 AM,Mountain,United States,500
Road,08/01/2013 12:00:00 AM,Pacific,United States,400
Road,08/01/2013 12:00:00 AM,Overseas,Overseas,200
Air,09/01/2013 12:00:00 AM,Atlantic Canada,Canada,7000
Air,09/01/2013 12:00:00 AM,Quebec,Canada,3300
Air,09/01/2013 12:00:00 AM,Ontario,Canada,21400
Air,09/01/2013 12:00:00 AM,Western Canada,Canada,14500
Air,09/01/2013 12:00:00 AM,New England (inc Maine),United States,600
Air,09/01/2013 12:00:00 AM,Middle Atlantic,United States,1400
Air,09/01/2013 12:00:00 AM,East North Central,United States,1400
Air,09/01/2013 12:00:00 AM,West North Central,United States,1400
Air,09/01/2013 12:00:00 AM,South Atlantic,United States,2100
Air,09/01/2013 12:00:00 AM,East South Central,United States,300
Air,09/01/2013 12:00:00 AM,West South Central,United States,700
Air,09/01/2013 12:00:00 AM,Mountain,United States,1000
Air,09/01/2013 12:00:00 AM,Pacific,United States,2000
Air,09/01/2013 12:00:00 AM,United Kingdom,Overseas,4300
Air,09/01/2013 12:00:00 AM,Germany,Overseas,2200
Air,09/01/2013 12:00:00 AM,Other Europe,Overseas,2000
Air,09/01/2013 12:00:00 AM,Other Overseas,Overseas,2300
Road,09/01/2013 12:00:00 AM,Atlantic Canada,Canada,73300
Road,09/01/2013 12:00:00 AM,Quebec,Canada,3700
Road,09/01/2013 12:00:00 AM,Ontario,Canada,20200
Road,09/01/2013 12:00:00 AM,Western Canada,Canada,2900
Road,09/01/2013 12:00:00 AM,Maine (by road only),United States,1200
Road,09/01/2013 12:00:00 AM,Other New England,United States,3600
Road,09/01/2013 12:00:00 AM,Middle Atlantic,United States,2100
Road,09/01/2013 12:00:00 AM,East North Central,United States,1700
Road,09/01/2013 12:00:00 AM,West North Central,United States,600
Road,09/01/2013 12:00:00 AM,South Atlantic,United States,1500
Road,09/01/2013 12:00:00 AM,East South Central,United States,400
Road,09/01/2013 12:00:00 AM,West South Central,United States,300
Road,09/01/2013 12:00:00 AM,Mountain,United States,400
Road,09/01/2013 12:00:00 AM,Pacific,United States,400
Road,09/01/2013 12:00:00 AM,Overseas,Overseas,300
Air,10/01/2013 12:00:00 AM,Atlantic Canada,Canada,11800
Air,10/01/2013 12:00:00 AM,Quebec,Canada,3100
Air,10/01/2013 12:00:00 AM,Ontario,Canada,20600
Air,10/01/2013 12:00:00 AM,Western Canada,Canada,14300
Air,10/01/2013 12:00:00 AM,New England (inc Maine),United States,900
Air,10/01/2013 12:00:00 AM,Middle Atlantic,United States,1000
Air,10/01/2013 12:00:00 AM,East North Central,United States,900
Air,10/01/2013 12:00:00 AM,West North Central,United States,300
Air,10/01/2013 12:00:00 AM,South Atlantic,United States,1400
Air,10/01/2013 12:00:00 AM,East South Central,United States,300
Air,10/01/2013 12:00:00 AM,West South Central,United States,900
Air,10/01/2013 12:00:00 AM,Mountain,United States,300
Air,10/01/2013 12:00:00 AM,Pacific,United States,900
Air,10/01/2013 12:00:00 AM,United Kingdom,Overseas,1700
Air,10/01/2013 12:00:00 AM,Germany,Overseas,2300
Air,10/01/2013 12:00:00 AM,Other Europe,Overseas,2200
Air,10/01/2013 12:00:00 AM,Other Overseas,Overseas,2300
Road,10/01/2013 12:00:00 AM,Atlantic Canada,Canada,76400
Road,10/01/2013 12:00:00 AM,Quebec,Canada,1800
Road,10/01/2013 12:00:00 AM,Ontario,Canada,11500
Road,10/01/2013 12:00:00 AM,Western Canada,Canada,1300
Road,10/01/2013 12:00:00 AM,Maine (by road only),United States,1000
Road,10/01/2013 12:00:00 AM,Other New England,United States,2000
Road,10/01/2013 12:00:00 AM,Middle Atlantic,United States,1000
Road,10/01/2013 12:00:00 AM,East North Central,United States,900
Road,05/01/2014 12:00:00 AM,Overseas,Overseas,0
Road,10/01/2013 12:00:00 AM,West North Central,United States,200
Road,10/01/2013 12:00:00 AM,South Atlantic,United States,500
Road,10/01/2013 12:00:00 AM,East South Central,United States,0
Road,10/01/2013 12:00:00 AM,West South Central,United States,200
Road,10/01/2013 12:00:00 AM,Mountain,United States,200
Road,10/01/2013 12:00:00 AM,Pacific,United States,300
Road,10/01/2013 12:00:00 AM,Overseas,Overseas,100
Air,11/01/2013 12:00:00 AM,Atlantic Canada,Canada,9200
Air,11/01/2013 12:00:00 AM,Quebec,Canada,2200
Air,11/01/2013 12:00:00 AM,Ontario,Canada,14800
Air,11/01/2013 12:00:00 AM,Western Canada,Canada,6200
Air,11/01/2013 12:00:00 AM,New England (inc Maine),United States,200
Air,11/01/2013 12:00:00 AM,Middle Atlantic,United States,400
Air,11/01/2013 12:00:00 AM,East North Central,United States,400
Air,11/01/2013 12:00:00 AM,West North Central,United States,0
Air,11/01/2013 12:00:00 AM,South Atlantic,United States,1100
Air,11/01/2013 12:00:00 AM,East South Central,United States,0
